Date,Open,High,Low,Close,Adj Close,Volume
2012-11-23,23.770000,24.580601,23.770000,24.150000,24.150000,119366
2012-11-26,24.020000,24.277500,23.500000,23.639999,23.639999,335157
2012-11-27,23.600000,23.889999,23.250000,23.410000,23.410000,447707
2012-11-28,23.080000,24.200001,22.680500,24.150000,24.150000,427111
2012-11-29,24.379999,24.883699,23.870001,24.000000,24.000000,462372
2012-11-30,24.090000,24.284300,23.475000,23.490000,23.490000,523991
2012-12-03,23.629999,23.629999,22.680000,22.700001,22.700001,784554
2012-12-04,22.840000,23.000000,22.500000,22.660000,22.660000,454393
2012-12-05,22.900000,23.160000,22.780001,22.980000,22.980000,519077
2012-12-06,22.969999,23.219999,22.740000,23.139999,23.139999,474448
2012-12-07,23.309999,24.480000,23.139999,24.200001,24.200001,489686
2012-12-10,24.090000,24.537001,24.040001,24.280001,24.280001,578296
2012-12-11,24.850000,25.040001,24.469999,25.000000,25.000000,429096
2012-12-12,24.980000,25.634001,24.924299,25.549999,25.549999,561038
2012-12-13,25.420000,25.670000,25.010000,25.139999,25.139999,423679
2012-12-14,24.940001,25.200001,24.760000,24.889999,24.889999,324680
2012-12-17,24.950001,25.139999,24.559999,25.020000,25.020000,382764
2012-12-18,24.980000,26.500000,24.980000,26.180000,26.180000,281336
2012-12-19,26.330000,27.000000,25.629999,26.097401,26.097401,450480
2012-12-20,26.049999,26.129999,24.770000,25.160900,25.160900,396773
2012-12-21,24.879999,25.250000,24.575001,25.240000,25.240000,947045
2012-12-24,25.180000,25.600000,24.549999,24.559999,24.559999,102013
2012-12-26,24.770000,25.170000,24.400000,24.730000,24.730000,168673
2012-12-27,24.760000,24.760000,23.730000,24.320000,24.320000,332320
2012-12-28,24.100000,24.590000,23.820200,24.070000,24.070000,357768
2012-12-31,24.030001,25.059999,23.754999,25.010000,25.010000,290523
2013-01-02,25.760000,26.285700,25.209999,25.870001,25.870001,568756
2013-01-03,25.780001,26.160000,25.680000,25.910000,25.910000,489600
2013-01-04,25.959999,26.650000,25.910000,26.150000,26.150000,420810
2013-01-07,25.830000,26.139999,24.920000,25.079399,25.079399,450606
2013-01-08,25.070000,25.420000,24.770000,24.900000,24.900000,444428
2013-01-09,24.840000,25.010000,24.240000,24.340000,24.340000,428247
2013-01-10,24.500000,25.920000,24.500000,25.690001,25.690001,729001
2013-01-11,25.610001,25.875000,25.280001,25.610001,25.610001,310734
2013-01-14,25.559999,26.200001,25.469999,25.590000,25.590000,286268
2013-01-15,25.330000,25.969900,25.219999,25.590000,25.590000,333366
2013-01-16,25.389999,26.110001,25.389999,25.980000,25.980000,434646
2013-01-17,26.040001,26.389999,25.560101,26.049999,26.049999,223688
